game_id,date,team,opponent,half,jump_winner
401489662,2022-11-07,Johnson & Wales (NC),UNC Greensboro,1,UNC Greensboro
401489671,2022-11-07,Chaminade,Cincinnati,1,Cincinnati
401489690,2022-11-07,Fisher College,UMass Lowell,1,UMass Lowell
401489714,2022-11-07,Lynn University,Florida Atlantic,1,Florida Atlantic
401489751,2022-11-07,Brescia University,Middle Tennessee,1,Middle Tennessee
401490544,2022-11-07,Keystone,Army,1,Army
401491259,2022-11-07,Siena,Holy Cross,1,Holy Cross
401491278,2022-11-07,Colgate,Buffalo,1,Buffalo
401491655,2022-11-07,Thomas,Bryant,1,Thomas
401491665,2022-11-07,NJIT,Saint Peter's,1,Saint Peter's
401491703,2022-11-07,St. Augustine,Campbell,1,Campbell
401491709,2022-11-07,Toccoa Falls,Charleston Southern,1,Charleston Southern
401491722,2022-11-07,Pfeiffer,High Point,1,High Point
401491791,2022-11-07,Guilford,Davidson,1,Davidson
401491799,2022-11-07,Cal State Fullerton,San Diego State,1,San Diego State
401491811,2022-11-07,Chattanooga,Charleston,1,Charleston
401491815,2022-11-07,Wilmington (DE),Delaware,1,Wilmington (DE)
401491825,2022-11-07,Erskine,Elon,1,Elon
401491833,2022-11-07,Hofstra,Princeton,1,Princeton
401491837,2022-11-07,Edward Waters,North Carolina A&T,1,North Carolina A&T
401491839,2022-11-07,Northeastern,Boston University,1,Boston University
401491889,2022-11-07,Evansville,Miami (OH),1,Miami (OH)
401492095,2022-11-07,Texas State,Washington State,1,Texas State
401492099,2022-11-07,Weber State,Washington,1,Weber State
401492254,2022-11-07,Lebanon Valley,Bucknell,1,Lebanon Valley
401492306,2022-11-07,North Texas-Dallas,Grambling,1,Grambling
401492374,2022-11-07,Little Rock,Southern Illinois,1,Southern Illinois
401492424,2022-11-07,Green Bay,Indiana State,1,Green Bay
401492427,2022-11-07,Youngstown State,Canisius,1,Canisius
401492454,2022-11-07,Florida A&M,Oregon,1,Oregon
401492624,2022-11-07,Tulsa,Oregon State,1,Oregon State
401492630,2022-11-07,Centenary Louisiana,Louisiana,1,Louisiana
401493633,2022-11-07,Milwaukee School of Engineering,Milwaukee,1,Milwaukee
401493663,2022-11-07,Defiance,Oakland,1,Defiance
401493699,2022-11-07,South Dakota State,Akron,1,South Dakota State
401493699,2022-11-07,South Dakota State,Akron,3,South Dakota State
401493705,2022-11-07,Earlham,Ball State,1,Ball State
401493733,2022-11-07,Wayne State (MI),Eastern Michigan,1,Wayne State (MI)
401493741,2022-11-07,Illinois-Springfield,Northern Illinois,1,Northern Illinois
401493749,2022-11-07,Valparaiso,Toledo,1,Toledo
401493753,2022-11-07,Western Illinois,Illinois State,1,Illinois State
401493776,2022-11-07,Wartburg,Northern Iowa,1,Northern Iowa
401493777,2022-11-07,Trinity (IL),UIC,1,UIC
401493805,2022-11-07,Harris Stowe,SIU Edwardsville,1,Harris Stowe
401493820,2022-11-07,Fisk,Tennessee State,1,Tennessee State
401493931,2022-11-07,Texas Southern,San Francisco,1,Texas Southern
401493939,2022-11-07,Anderson (SC),Samford,1,Samford
401493949,2022-11-07,Montevallo,Troy,1,Troy
401493953,2022-11-07,Jackson State,Abilene Christian,1,Jackson State
401494382,2022-11-07,La Sierra University,Cal State Northridge,1,La Sierra University
401494401,2022-11-07,Howard,Kentucky,1,Howard
401494415,2022-11-07,Colorado Christian,Wyoming,1,Wyoming
401494593,2022-11-07,Mississippi College,Louisiana Tech,1,Louisiana Tech
401494597,2022-11-07,Kansas Christian,Prairie View A&M,1,Kansas Christian
401494750,2022-11-07,New Mexico Highlands,New Mexico State,1,New Mexico State
401494933,2022-11-07,Nicholls,Arizona,1,Nicholls
401496947,2022-11-07,Brandeis,New Hampshire,1,New Hampshire
401497494,2022-11-07,Bethesda University,Cal Poly,1,Bethesda University
401497505,2022-11-07,North Florida,Gonzaga,1,North Florida
401497514,2022-11-07,Carolina University,Presbyterian,1,Presbyterian
401497670,2022-11-07,St. Mary's (MD),Coastal Carolina,1,Coastal Carolina
401497711,2022-11-07,San Diego Christian,Cal State Bakersfield,1,San Diego Christian
401498237,2022-11-07,Le Tourneau,Stephen F. Austin,1,Stephen F. Austin
401498729,2022-11-07,Sonoma State,San Diego,1,Sonoma State
401499091,2022-11-07,Cazenovia College,Binghamton,1,Binghamton
401499435,2022-11-07,Miami (OH) - Middletown,Eastern Kentucky,1,Eastern Kentucky
401500363,2022-11-07,Mount St. Mary,St. Francis Brooklyn,1,Mount St. Mary
401500556,2022-11-07,LaGrange College,Kennesaw State,1,Kennesaw State
401500557,2022-11-07,Oakwood,North Alabama,1,North Alabama
401500558,2022-11-07,Shorter,Jacksonville State,1,Shorter
401501670,2022-11-07,Southern Nazarene,North Texas,1,Southern Nazarene
401501770,2022-11-07,Fresno Pacific,Fresno State,1,Fresno Pacific
401483216,2022-11-08,South Carolina State,South Carolina,1,South Carolina State
401483405,2022-11-08,Milwaukee,Purdue,1,Purdue
401485105,2022-11-08,Coppin State,Georgetown,1,Georgetown
401485105,2022-11-08,Coppin State,Georgetown,3,Georgetown
401485106,2022-11-08,Rider,Providence,1,Rider
401487618,2022-11-08,Montana,Duquesne,1,Duquesne
401489525,2022-11-08,Georgia Southern,San Jos̩ State,1,San Jos̩ State
401489644,2022-11-08,Mercer,East Carolina,1,Mercer
401492447,2022-11-08,Sacred Heart,Hartford,1,Hartford
401484869,2022-11-09,Monmouth,Seton Hall,1,Seton Hall
401485295,2022-11-09,Bellarmine,Louisville,1,Bellarmine
401485296,2022-11-09,Florida Gulf Coast,San Diego,1,Florida Gulf Coast
401485297,2022-11-09,Lipscomb,South Dakota,1,Lipscomb
401485461,2022-11-09,Kansas City,LSU,1,Kansas City
401485471,2022-11-09,Cairn University,Norfolk State,1,Norfolk State
401487517,2022-11-09,Mercy,Fairleigh Dickinson,1,Fairleigh Dickinson
401488199,2022-11-09,California Maritime,UC Davis,1,UC Davis
401488539,2022-11-09,UT Martin,Youngstown State,1,UT Martin
401489020,2022-11-09,Florida A&M,Portland,1,Florida A&M
401489060,2022-11-09,Western Colorado,Utah Valley,1,Utah Valley
401489100,2022-11-09,Puget Sound,Seattle U,1,Seattle U
401489109,2022-11-09,San Diego Christian,Grand Canyon,1,Grand Canyon
401489514,2022-11-09,Hampton,James Madison,1,James Madison
401490523,2022-11-09,American University,Marist,1,Marist
401491748,2022-11-09,Piedmont,Winthrop,1,Winthrop
401491792,2022-11-09,Davidson,Wright State,1,Davidson
401491792,2022-11-09,Davidson,Wright State,3,Wright State
401491792,2022-11-09,Davidson,Wright State,4,Davidson
401491886,2022-11-09,IUPUI,Drake,1,Drake
401493466,2022-11-09,South Dakota State,Boise State,1,South Dakota State
401493672,2022-11-09,Pittsburgh - Greensburg,Robert Morris,1,Robert Morris
401493771,2022-11-09,Missouri Science & Technology,Missouri State,1,Missouri Science & Technology
401494598,2022-11-09,North American University,Prairie View A&M,1,Prairie View A&M
401494606,2022-11-09,Mobile,South Alabama,1,South Alabama
401497564,2022-11-09,District of Columbia,Howard,1,District of Columbia
401498236,2022-11-09,Rockford University,Western Illinois,1,Western Illinois
401482955,2022-11-10,Radford,Notre Dame,1,Radford
401482992,2022-11-10,Lehigh,Virginia Tech,1,Lehigh
401483276,2022-11-10,North Dakota State,Kansas,1,Kansas
401483309,2022-11-10,Houston Christian,Texas,1,Houston Christian
401483320,2022-11-10,Texas Southern,Texas Tech,1,Texas Tech
401483345,2022-11-10,Bethune-Cookman,Indiana,1,Indiana
401483358,2022-11-10,Western Carolina,Maryland,1,Maryland
401483379,2022-11-10,Omaha,Nebraska,1,Omaha
401483392,2022-11-10,Charleston Southern,Ohio State,1,Charleston Southern
401483399,2022-11-10,Loyola Maryland,Penn State,1,Loyola Maryland
401483412,2022-11-10,Sacred Heart,Rutgers,1,Rutgers
401483432,2022-11-10,Northern Arizona,Arizona State,1,Arizona State
401485107,2022-11-10,North Dakota,Creighton,1,North Dakota
401485108,2022-11-10,Central Michigan,Marquette,1,Central Michigan
401487104,2022-11-10,St. Thomas (TX),Rice,1,Rice
401487328,2022-11-10,Colgate,Brown,1,Colgate
401487698,2022-11-10,Towson,UMass,1,Towson
401488792,2022-11-10,Cleveland State,Cincinnati,1,Cleveland State
401488810,2022-11-10,Baldwin-Wallace College,Kent State,1,Kent State
401488827,2022-11-10,Walla Walla University,Idaho,1,Idaho
401489013,2022-11-10,Vermont,Saint Mary's,1,Saint Mary's
401489046,2022-11-10,UC Riverside,Loyola Marymount,1,Loyola Marymount
401489093,2022-11-10,La Verne,Southern Utah,1,Southern Utah
401489490,2022-11-10,Dallas Christian,UL Monroe,1,UL Monroe
401489526,2022-11-10,Georgia Southern,Santa Clara,1,Georgia Southern
401489551,2022-11-10,North Carolina Central,Appalachian State,1,North Carolina Central
401489551,2022-11-10,North Carolina Central,Appalachian State,3,North Carolina Central
401489588,2022-11-10,Colorado College,Denver,1,Denver
401489627,2022-11-10,Ouachita Baptist,Northwestern State,1,Northwestern State
401489691,2022-11-10,UMass Lowell,Columbia,1,Columbia
401490463,2022-11-10,Immaculata,Delaware State,1,Delaware State
401491260,2022-11-10,Dean,Holy Cross,1,Dean
401491677,2022-11-10,Westcliff,Idaho State,1,Idaho State
401491716,2022-11-10,Gardner-Webb,Stephen F. Austin,1,Stephen F. Austin
401491734,2022-11-10,Presbyterian,The Citadel,1,Presbyterian
401491805,2022-11-10,Western Kentucky,Eastern Kentucky,1,Western Kentucky
401491863,2022-11-10,Mid-Atlantic Christian,William & Mary,1,Mid-Atlantic Christian
401491895,2022-11-10,Campbellsville-Harrodsburg,Morehead State,1,Morehead State
401492295,2022-11-10,Oakland City,Chattanooga,1,Oakland City
401492301,2022-11-10,Tennessee Wesleyan,Tennessee Tech,1,Tennessee Tech
401492375,2022-11-10,Southern Illinois,Oklahoma State,1,Oklahoma State
401492635,2022-11-10,Florida National,Florida International,1,Florida National
401493496,2022-11-10,Western Colorado,Weber State,1,Weber State
401493754,2022-11-10,Illinois State,Eastern Illinois,1,Eastern Illinois
401493781,2022-11-10,Clark (MA),Merrimack,1,Clark (MA)
401493795,2022-11-10,Hannibal-LaGrange,Lindenwood,1,Lindenwood
401493798,2022-11-10,Arkansas Baptist,Little Rock,1,Little Rock
401493932,2022-11-10,Cal Poly,San Francisco,1,San Francisco
401493940,2022-11-10,Spring Hill,Samford,1,Samford
401493950,2022-11-10,Mississippi University For Women,Troy,1,Troy
401494406,2022-11-10,North Alabama,Alabama A&M,1,North Alabama
401494416,2022-11-10,Nicholls,Wyoming,1,Wyoming
401494633,2022-11-10,SUNY-Delhi,Cornell,1,SUNY-Delhi
401496887,2022-11-10,Penn State-Alleghany,Morgan State,1,Penn State-Alleghany
401497498,2022-11-10,Mid-America Christian,Texas State,1,Texas State
401497502,2022-11-10,Kansas Christian,Tarleton,1,Kansas Christian
401497710,2022-11-10,Penn State-New Kensington,VMI,1,VMI
401499090,2022-11-10,Clinton College,Queens University,1,Queens University
401499511,2022-11-10,Southwestern Adventist,Sam Houston,1,Sam Houston
401499590,2022-11-10,NVU-Lyndon,Hartford,1,NVU-Lyndon
401500559,2022-11-10,Goshen College,Western Michigan,1,Western Michigan
401482890,2022-11-11,Detroit Mercy,Boston College,1,Boston College
401482898,2022-11-11,Clemson,South Carolina,1,South Carolina
401482907,2022-11-11,South Carolina Upstate,Duke,1,Duke
401482915,2022-11-11,Florida State,UCF,1,UCF
401482930,2022-11-11,UNC Greensboro,Miami,1,Miami
401482939,2022-11-11,Campbell,NC State,1,Campbell
401482948,2022-11-11,Charleston,North Carolina,1,Charleston
401482966,2022-11-11,West Virginia,Pittsburgh,1,West Virginia
401482984,2022-11-11,Monmouth,Virginia,1,Monmouth
401483000,2022-11-11,Georgia,Wake Forest,1,Georgia
401483031,2022-11-11,Kennesaw State,Florida,1,Florida
401483040,2022-11-11,South Florida,Auburn,1,Auburn
401483195,2022-11-11,Pennsylvania,Missouri,1,Missouri
401483207,2022-11-11,Florida Atlantic,Ole Miss,1,Ole Miss
401483237,2022-11-11,Abilene Christian,Texas A&M,1,Abilene Christian
401483248,2022-11-11,Southern Miss,Vanderbilt,1,Southern Miss
401483262,2022-11-11,Norfolk State,Baylor,1,Norfolk State
401483282,2022-11-11,Kansas State,California,1,Kansas State
401483291,2022-11-11,Arkansas-Pine Bluff,Oklahoma,1,Oklahoma
401483299,2022-11-11,Lamar,TCU,1,TCU
401483338,2022-11-11,Kansas City,Illinois,1,Illinois
401483353,2022-11-11,North Carolina A&T,Iowa,1,North Carolina A&T
401483366,2022-11-11,Eastern Michigan,Michigan,1,Michigan
401483372,2022-11-11,St. Francis Brooklyn,Minnesota,1,St. Francis Brooklyn
401483384,2022-11-11,Northern Illinois,Northwestern,1,Northern Illinois
401483406,2022-11-11,Austin Peay,Purdue,1,Purdue
401483421,2022-11-11,Stanford,Wisconsin,1,Wisconsin
401483453,2022-11-11,Colorado,Grambling,1,Colorado
401483462,2022-11-11,Long Beach State,UCLA,1,UCLA
401483480,2022-11-11,Cal State Bakersfield,Utah,1,Utah
401484363,2022-11-11,Villanova,Temple,1,Temple
401484527,2022-11-11,Michigan State,Gonzaga,1,Michigan State
401484861,2022-11-11,Belmont,Furman,1,Belmont
401485109,2022-11-11,Boston University,UConn,1,UConn
401485130,2022-11-11,Montana,Xavier,1,Xavier
401485131,2022-11-11,Western Illinois,DePaul,1,Western Illinois
401485298,2022-11-11,Liberty,Alabama,1,Alabama
401485299,2022-11-11,Hendrix College,Central Arkansas,1,Hendrix College
401486286,2022-11-11,Louisiana,Harvard,1,Louisiana
401487132,2022-11-11,UAB,Toledo,1,Toledo
401487276,2022-11-11,Delaware,Air Force,1,Air Force
401487289,2022-11-11,SE Louisiana,Colorado State,1,SE Louisiana
401487297,2022-11-11,UTSA,Texas A&M-Corpus Christi,1,UTSA
401487353,2022-11-11,South Alabama,New Mexico,1,New Mexico
401487364,2022-11-11,Bryant,Dartmouth,1,Dartmouth
401487399,2022-11-11,Bradley,Utah State,1,Utah State
401487470,2022-11-11,Yale,Eastern Washington,1,Eastern Washington
401487613,2022-11-11,SMU,Dayton,1,SMU
401487626,2022-11-11,Fordham,Arkansas,1,Fordham
401487636,2022-11-11,Longwood,George Mason,1,George Mason
401487644,2022-11-11,Howard,George Washington,1,Howard
401487659,2022-11-11,Loyola Chicago,UIC,1,UIC
401487669,2022-11-11,Northern Iowa,Richmond,1,Richmond
401487676,2022-11-11,Houston,Saint Joseph's,1,Saint Joseph's
401487711,2022-11-11,Princeton,Navy,1,Princeton
401488143,2022-11-11,Fresno State,UC Santa Barbara,1,UC Santa Barbara
401488191,2022-11-11,UC Irvine,Oregon,1,Oregon
401488713,2022-11-11,McNeese,Tulane,1,McNeese
401488801,2022-11-11,Mount St. Mary's,Coppin State,1,Coppin State
401489021,2022-11-11,Portland State,Portland,1,Portland State
401489051,2022-11-11,BYU,San Diego State,1,San Diego State
401489480,2022-11-11,NJIT,California Baptist,1,California Baptist
401489507,2022-11-11,Old Dominion,Drexel,1,Old Dominion
401489534,2022-11-11,Methodist,Coastal Carolina,1,Methodist
401489554,2022-11-11,Chicago State,St. Thomas - Minnesota,1,St. Thomas - Minnesota
401489645,2022-11-11,Milligan,Mercer,1,Mercer
401491661,2022-11-11,Maine-Fort Kent,Maine,1,Maine-Fort Kent
401491672,2022-11-11,Fairfield,New Hampshire,1,Fairfield
401491834,2022-11-11,Iona,Hofstra,1,Hofstra
401491841,2022-11-11,Miami-Hamilton,Stony Brook,1,Stony Brook
401491860,2022-11-11,Allen University,UNC Wilmington,1,UNC Wilmington
401491870,2022-11-11,John Brown,Oral Roberts,1,Oral Roberts
401492100,2022-11-11,North Florida,Washington,1,North Florida
401492625,2022-11-11,Florida A&M,Oregon State,1,Oregon State
401493492,2022-11-11,Texas A&M-Commerce,Northern Colorado,1,Northern Colorado
401493664,2022-11-11,Bowling Green,Oakland,1,Bowling Green
401493700,2022-11-11,Mississippi State,Akron,1,Mississippi State
401493835,2022-11-11,Southern,Arizona,1,Southern
401497509,2022-11-11,Duquesne,Kentucky,1,Kentucky
401500561,2022-11-11,Johnson University (FL),Jacksonville,1,Jacksonville
401482922,2022-11-12,Georgia Tech,Georgia State,1,Georgia Tech
401483413,2022-11-12,UMass Lowell,Rutgers,1,Rutgers
401485132,2022-11-12,Green Bay,Georgetown,1,Green Bay
401485133,2022-11-12,Saint Peter's,Seton Hall,1,Saint Peter's
401485134,2022-11-12,Lafayette,St. John's,1,St. John's
401485135,2022-11-12,Northeastern,Providence,1,Providence
401485300,2022-11-12,Campbellsville-Harrodsburg,Lipscomb,1,Lipscomb
401485301,2022-11-12,Bellarmine,Morehead State,1,Bellarmine
401485462,2022-11-12,Arkansas State,LSU,1,LSU
401487153,2022-11-12,New Mexico State,UTEP,1,New Mexico State
401487319,2022-11-12,Grand Canyon,Nevada,1,Nevada
401487365,2022-11-12,Massachusetts College,Dartmouth,1,Dartmouth
401487389,2022-11-12,Incarnate Word,UNLV,1,Incarnate Word
401487652,2022-11-12,Wagner,La Salle,1,La Salle
401487663,2022-11-12,Texas State,Rhode Island,1,Rhode Island
401487682,2022-11-12,Evansville,Saint Louis,1,Evansville
401487691,2022-11-12,St. Bonaventure,Canisius,1,Canisius
401487691,2022-11-12,St. Bonaventure,Canisius,3,St. Bonaventure
401487703,2022-11-12,Morgan State,VCU,1,VCU
401487713,2022-11-12,Sacramento State,UC San Diego,1,UC San Diego
401488200,2022-11-12,UC Davis,Loyola Marymount,1,Loyola Marymount
401488540,2022-11-12,Champion Christian College,UT Martin,1,UT Martin
401488701,2022-11-12,Wright State,Louisville,1,Louisville
401488793,2022-11-12,Cleveland State,Ohio,1,Cleveland State
401489061,2022-11-12,Northern Arizona,Utah Valley,1,Utah Valley
401489067,2022-11-12,Cal State Northridge,Utah Tech,1,Utah Tech
401489077,2022-11-12,Southwestern Adventist,UT Rio Grande Valley,1,UT Rio Grande Valley
401489087,2022-11-12,Southwestern University (TX),UT Arlington,1,UT Arlington
401489515,2022-11-12,James Madison,Buffalo,1,Buffalo
401489527,2022-11-12,Trinity Baptist College,Georgia Southern,1,Trinity Baptist College
401489616,2022-11-12,St. Francis Illinois,New Orleans,1,St. Francis Illinois
401489622,2022-11-12,Albany,Siena,1,Siena
401489628,2022-11-12,Illinois State,Northwestern State,1,Northwestern State
401489655,2022-11-12,Presbyterian,East Carolina,1,East Carolina
401489701,2022-11-12,Wofford,High Point,1,High Point
401489752,2022-11-12,Middle Tennessee,Winthrop,1,Middle Tennessee
401491650,2022-11-12,Binghamton,Marist,1,Marist
401491743,2022-11-12,Brevard College,UNC Asheville,1,UNC Asheville
401491806,2022-11-12,Kentucky State University,Western Kentucky,1,Western Kentucky
401492096,2022-11-12,Washington State,Boise State,1,Washington State
401492177,2022-11-12,Alcorn State,Wichita State,1,Alcorn State
401492255,2022-11-12,Niagara,Bucknell,1,Niagara
401492445,2022-11-12,College of New Jersey,Rider,1,Rider
401492645,2022-11-12,Jackson State,Tulsa,1,Tulsa
401493634,2022-11-12,Cardinal Stritch,Milwaukee,1,Cardinal Stritch
401493667,2022-11-12,SIU Edwardsville,Purdue Fort Wayne,1,SIU Edwardsville
401493706,2022-11-12,Ball State,Indiana State,1,Indiana State
401493774,2022-11-12,Lindsey Wilson College,Murray State,1,Murray State
401493814,2022-11-12,Lyon College,Southeast Missouri State,1,Southeast Missouri State
401493941,2022-11-12,Belhaven College,Samford,1,Belhaven College
401494364,2022-11-12,Cincinnati Clermont,Northern Kentucky,1,Northern Kentucky
401494387,2022-11-12,Bethesda University,San Jos̩ State,1,San Jos̩ State
401496631,2022-11-12,Dakota State University,South Dakota,1,South Dakota
401502000,2022-11-12,Goshen College,Miami (OH),1,Goshen College
401482956,2022-11-13,Youngstown State,Notre Dame,1,Youngstown State
401482993,2022-11-13,William & Mary,Virginia Tech,1,William & Mary
401483196,2022-11-13,Lindenwood,Missouri,1,Lindenwood
401483231,2022-11-13,Colorado,Tennessee,1,Colorado
401483267,2022-11-13,North Carolina A&T,Iowa State,1,Iowa State
401483433,2022-11-13,Arizona State,Texas Southern,1,Arizona State
401483433,2022-11-13,Arizona State,Texas Southern,3,Arizona State
401485027,2022-11-13,VMI,Davidson,1,Davidson
401485302,2022-11-13,Ave Maria,Florida Gulf Coast,1,Florida Gulf Coast
401486287,2022-11-13,Harvard,Elon,1,Harvard
401486288,2022-11-13,Louisiana,East Tennessee State,1,Louisiana
401487329,2022-11-13,Brown,Loyola Maryland,1,Brown
401487450,2022-11-13,Towson,Pennsylvania,1,Towson
401487471,2022-11-13,Mississippi Valley State,Yale,1,Yale
401487518,2022-11-13,Manhattan,Fairleigh Dickinson,1,Manhattan
401487610,2022-11-13,Eastern Washington,Hawai'i,1,Eastern Washington
401487637,2022-11-13,American University,George Mason,1,American University
401488210,2022-11-13,Montana State,Long Beach State,1,Montana State
401488828,2022-11-13,Idaho,Omaha,1,Omaha
401489014,2022-11-13,North Texas,Saint Mary's,1,Saint Mary's
401489030,2022-11-13,Alabama State,Pepperdine,1,Pepperdine
401489035,2022-11-13,Pacific,North Dakota State,1,Pacific
401489101,2022-11-13,Portland State,Seattle U,1,Seattle U
401489555,2022-11-13,St. Francis Brooklyn,St. Thomas - Minnesota,1,St. Francis Brooklyn
401489632,2022-11-13,SE Louisiana,Wyoming,1,Wyoming
401489672,2022-11-13,Eastern Kentucky,Cincinnati,1,Cincinnati
401489683,2022-11-13,Brescia University,Western Carolina,1,Brescia University
401491279,2022-11-13,Wells College,Colgate,1,Colgate
401491666,2022-11-13,NJIT,San Diego,1,San Diego
401491727,2022-11-13,Pfeiffer,Longwood,1,Pfeiffer
401492376,2022-11-13,Southern Illinois,Southern Indiana,1,Southern Indiana
401492618,2022-11-13,Oklahoma State,Oakland,1,Oakland
401493751,2022-11-13,Western Michigan,Valparaiso,1,Western Michigan
401493791,2022-11-13,Eastern Illinois,Central Michigan,1,Central Michigan
401493933,2022-11-13,California Merced,San Francisco,1,San Francisco
401494404,2022-11-13,Arkansas-Pine Bluff,Mississippi State,1,Arkansas-Pine Bluff
401496932,2022-11-13,Misericordia,Lehigh,1,Lehigh
401497565,2022-11-13,Gallaudet University,Howard,1,Howard
401479694,2022-11-14,Butler,Penn State,1,Butler
401479695,2022-11-14,DePaul,Minnesota,1,Minnesota
401482891,2022-11-14,Maine,Boston College,1,Boston College
401482916,2022-11-14,Troy,Florida State,1,Troy
401483032,2022-11-14,Florida Atlantic,Florida,1,Florida
401483051,2022-11-14,Miami (OH),Georgia,1,Miami (OH)
401483263,2022-11-14,Northern Colorado,Baylor,1,Baylor
401483300,2022-11-14,Northwestern State,TCU,1,TCU
401483321,2022-11-14,Louisiana Tech,Texas Tech,1,Texas Tech
401483339,2022-11-14,Monmouth,Illinois,1,Illinois
401483463,2022-11-14,Norfolk State,UCLA,1,Norfolk State
401483481,2022-11-14,Idaho State,Utah,1,Utah
401484364,2022-11-14,Delaware State,Villanova,1,Villanova
401485136,2022-11-14,Holy Cross,Creighton,1,Holy Cross
401485303,2022-11-14,Campbellsville-Harrodsburg,Bellarmine,1,Bellarmine
401485304,2022-11-14,Little Rock,Central Arkansas,1,Little Rock
401485305,2022-11-14,North Carolina Central,Liberty,1,North Carolina Central
401485306,2022-11-14,Belmont,Lipscomb,1,Belmont
401486937,2022-11-14,Maryland-Eastern Shore,Charlotte,1,Maryland-Eastern Shore
401487277,2022-11-14,Texas A&M-Commerce,Air Force,1,Air Force
401487277,2022-11-14,Texas A&M-Commerce,Air Force,3,Air Force
401487290,2022-11-14,Weber State,Colorado State,1,Colorado State
401487298,2022-11-14,St. Mary's (TX),UTSA,1,St. Mary's (TX)
401487400,2022-11-14,Santa Clara,Utah State,1,Utah State
401487569,2022-11-14,Mount St. Vincent,Long Island University,1,Mount St. Vincent
401487611,2022-11-14,Eastern Washington,Mississippi Valley State,1,Eastern Washington
401487645,2022-11-14,George Washington,Hofstra,1,George Washington
401487670,2022-11-14,Richmond,Charleston,1,Richmond
401487670,2022-11-14,Richmond,Charleston,3,Charleston
401487677,2022-11-14,Lafayette,Saint Joseph's,1,Saint Joseph's
401487719,2022-11-14,Navy,Coppin State,1,Navy
401488642,2022-11-14,Oral Roberts,Houston,1,Oral Roberts
401488667,2022-11-14,Western Illinois,UCF,1,UCF
401488719,2022-11-14,Stetson,South Florida,1,South Florida
401488811,2022-11-14,Portland,Kent State,1,Kent State
401489078,2022-11-14,St. Francis Illinois,UT Rio Grande Valley,1,UT Rio Grande Valley
401489095,2022-11-14,Bethesda University,Southern Utah,1,Southern Utah
401489491,2022-11-14,Central Baptist College,UL Monroe,1,UL Monroe
401489499,2022-11-14,Loyola New Orleans,Southern Miss,1,Southern Miss
401489508,2022-11-14,VA Wesleyan,Old Dominion,1,VA Wesleyan
401489543,2022-11-14,Lyon College,Arkansas State,1,Lyon College
401489583,2022-11-14,Calvary,Kansas City,1,Kansas City
401489589,2022-11-14,Sacramento State,Denver,1,Denver
401489597,2022-11-14,Champion Christian College,Houston Christian,1,Houston Christian
401489608,2022-11-14,Huston-Tillotson,Lamar,1,Lamar
401489623,2022-11-14,Union,Albany,1,Union
401489638,2022-11-14,Trinity University (TX),Texas A&M-Corpus Christi,1,Texas A&M-Corpus Christi
401489702,2022-11-14,Wofford,Drake,1,Drake
401490510,2022-11-14,Cornell,St. Francis (PA),1,Cornell
401491738,2022-11-14,Bridgewater College (VA),Radford,1,Radford
401491876,2022-11-14,Tennessee Tech,Marshall,1,Marshall
401492203,2022-11-14,Florida National,Bethune-Cookman,1,Bethune-Cookman
401492243,2022-11-14,Johnson & Wales (RI),Boston University,1,Johnson & Wales (RI)
401492627,2022-11-14,Neumann,Wagner,1,Wagner
401493502,2022-11-14,IUPUI,Chicago State,1,Chicago State
401493668,2022-11-14,Manchester,Purdue Fort Wayne,1,Purdue Fort Wayne
401493742,2022-11-14,Purdue Northwest,Northern Illinois,1,Northern Illinois
401493822,2022-11-14,Alabama A&M,Tennessee State,1,Alabama A&M
401496875,2022-11-14,South Carolina State,Duquesne,1,South Carolina State
401499512,2022-11-14,Le Tourneau,Sam Houston,1,Sam Houston
401500562,2022-11-14,Brewton-Parker,Kennesaw State,1,Kennesaw State
401500563,2022-11-14,Blue Mountain College,North Alabama,1,Blue Mountain College
401500564,2022-11-14,Milligan,Austin Peay,1,Austin Peay
401479696,2022-11-15,Marquette,Purdue,1,Marquette
401479697,2022-11-15,Northwestern,Georgetown,1,Georgetown
401482899,2022-11-15,South Carolina Upstate,Clemson,1,Clemson
401482908,2022-11-15,Duke,Kansas,1,Duke
401482931,2022-11-15,Florida A&M,Miami,1,Florida A&M
401482940,2022-11-15,Florida International,NC State,1,NC State
401482949,2022-11-15,Gardner-Webb,North Carolina,1,North Carolina
401482975,2022-11-15,Colgate,Syracuse,1,Syracuse
401483001,2022-11-15,Utah Valley,Wake Forest,1,Utah Valley
401483001,2022-11-15,Utah Valley,Wake Forest,3,Utah Valley
401483041,2022-11-15,Winthrop,Auburn,1,Winthrop
401483165,2022-11-15,Kentucky,Michigan State,1,Michigan State
401483165,2022-11-15,Kentucky,Michigan State,3,Michigan State
401483165,2022-11-15,Kentucky,Michigan State,4,Kentucky
401483197,2022-11-15,SIU Edwardsville,Missouri,1,Missouri
401483208,2022-11-15,Chattanooga,Ole Miss,1,Chattanooga
401483249,2022-11-15,Vanderbilt,Temple,1,Temple
401483249,2022-11-15,Vanderbilt,Temple,3,Vanderbilt
401483292,2022-11-15,UNC Wilmington,Oklahoma,1,UNC Wilmington
401483329,2022-11-15,Morehead State,West Virginia,1,West Virginia
401483359,2022-11-15,Binghamton,Maryland,1,Maryland
401483422,2022-11-15,Green Bay,Wisconsin,1,Wisconsin
401483444,2022-11-15,California,UC San Diego,1,UC San Diego
